MS-DRG 	FY 2010 Final Rule Post-Acute DRG	FY 2010 Final Rule Special Pay DRG	MDC	TYPE	MS-DRG Title	Weights	Geometric mean LOS	Arithmetic mean LOS
956	Yes	No	24	SURG	"LIMB REATTACHMENT, HIP & FEMUR PROC FOR MULTIPLE SIGNIFICANT TRAUMA"	3.4364	7.3	9.1
957	No	No	24	SURG	OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W MCC	6.2993	10.5	15.1
958	No	No	24	SURG	OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W CC	3.6544	7.3	9.5
959	No	No	24	SURG	OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W/O CC/MCC	2.2	4.5	5.8
963	No	No	24	MED	OTHER MULTIPLE SIGNIFICANT TRAUMA W MCC	2.7687	6.2	9.2
964	No	No	24	MED	OTHER MULTIPLE SIGNIFICANT TRAUMA W CC	1.5026	4.6	5.8
965	No	No	24	MED	OTHER MULTIPLE SIGNIFICANT TRAUMA W/O CC/MCC	0.9781	3.1	3.8
969	No	No	25	SURG	HIV W EXTENSIVE O.R. PROCEDURE W MCC	5.5074	13.2	18.8
970	No	No	25	SURG	HIV W EXTENSIVE O.R. PROCEDURE W/O MCC	2.5627	6.1	8.9
974	No	No	25	MED	HIV W MAJOR RELATED CONDITION W MCC	2.481	7.1	10.0
975	No	No	25	MED	HIV W MAJOR RELATED CONDITION W CC	1.3597	5.2	6.8
976	No	No	25	MED	HIV W MAJOR RELATED CONDITION W/O CC/MCC	0.8967	3.7	4.7
977	No	No	25	MED	HIV W OR W/O OTHER RELATED CONDITION	1.0538	3.7	5.0
981	Yes	No		SURG	EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC	5.0389	11.3	14.6
982	Yes	No		SURG	EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC	2.8954	7.0	9.0
983	Yes	No		SURG	EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC	1.8072	3.4	4.6
984	No	No		SURG	PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC	3.3443	11.7	14.6
985	No	No		SURG	PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC	1.9481	6.2	8.7
986	No	No		SURG	PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC	1.1079	2.9	4.3
987	Yes	No		SURG	NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W MCC	3.402	9.4	12.6
988	Yes	No		SURG	NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W CC	1.7836	5.4	7.3
989	Yes	No		SURG	NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC	1.0358	2.6	3.7
998	No	No		**	PRINCIPAL DIAGNOSIS INVALID AS DISCHARGE DIAGNOSIS	0	0.0	0.0
999	No	No		**	UNGROUPABLE	0	0.0	0.0
								
MS-DRGs 998 and 999 contain cases that could not be assigned to valid DRGs.								
"Note: If there is no value in either the geometric mean length of stay or the arithmetic mean length of stay columns, the volume of cases is insufficient to determine a meaningful computation of these statistics. "								
								
